tipo_documento,num_documento,nombre,correo,tiposusuario_tipo
TI,751,Samuel,correo4@example.com,Gerente
CC,2851,Juan,correo4@example.com,Empleado
CE,2291,Alejandro,correo4@example.com,Gerente
CC,2801,Juan,correo4@example.com,Administrador
CE,269,Juliana,correo2@example.com,Administrador
CIF,1128,Juan,correo2@example.com,Empleado
CC,189,Juan,correo3@example.com,Gerente
CC,1182,Santiago,correo2@example.com,Recepcionista
TI,852,Ernesto,correo1@example.com,Empleado
CC,509,Juanita,correo3@example.com,Recepcionista
CE,140,Juliana,correo1@example.com,Recepcionista
CC,1422,Jenny,correo3@example.com,Recepcionista
pasaporte,687,Santiago,correo2@example.com,Gerente
CC,290,Alejandro,correo3@example.com,Recepcionista
CC,1508,Ernesto,correo2@example.com,Empleado
CIF,971,Alejandro,correo4@example.com,Gerente
CIF,2677,Santiago,correo5@example.com,Empleado
CIF,744,Juanita,correo1@example.com,Empleado
CIF,2078,Juanita,correo2@example.com,Recepcionista
CIF,727,Jenny,correo5@example.com,Recepcionista
CC,788,Jenny,correo5@example.com,Gerente
CE,205,Juan,correo1@example.com,Recepcionista
CC,708,Juliana,correo1@example.com,Administrador
pasaporte,2837,Santiago,correo3@example.com,Administrador
CIF,2133,Carlos,correo5@example.com,Recepcionista
pasaporte,439,Alejandro,correo2@example.com,Gerente
CIF,683,Juliana,correo2@example.com,Administrador
CC,905,Alejandro,correo3@example.com,Empleado
CIF,1510,Carlos,correo5@example.com,Empleado
CC,1411,Alejandro,correo5@example.com,Gerente
CC,756,Jenny,correo2@example.com,Recepcionista
CC,1263,Alejandro,correo2@example.com,Gerente
pasaporte,1549,Alejandro,correo5@example.com,Empleado
CC,2679,Juliana,correo3@example.com,Empleado
CIF,433,Alejandro,correo1@example.com,Empleado
CC,2884,Juanita,correo3@example.com,Administrador
pasaporte,1592,Alejandro,correo2@example.com,Gerente
TI,2201,Ernesto,correo4@example.com,Administrador
CC,993,Jenny,correo1@example.com,Empleado
CE,1305,Juanita,correo1@example.com,Gerente
CC,1888,Juliana,correo2@example.com,Administrador
CE,954,Juanita,correo2@example.com,Empleado
CIF,57,Juliana,correo3@example.com,Gerente
CC,137,Juan,correo1@example.com,Gerente
pasaporte,1812,Alejandro,correo5@example.com,Administrador
CC,1777,Juliana,correo2@example.com,Gerente
CE,1511,Juan,correo3@example.com,Gerente
CE,742,Ernesto,correo5@example.com,Administrador
CE,1548,Carlos,correo5@example.com,Administrador
pasaporte,1665,Jenny,correo2@example.com,Recepcionista
CC,2824,Jenny,correo4@example.com,Gerente
CC,2601,Juan,correo2@example.com,Recepcionista
CE,467,Jenny,correo3@example.com,Recepcionista
CC,2357,Ernesto,correo5@example.com,Recepcionista
TI,1521,Jenny,correo3@example.com,Administrador
TI,658,Ernesto,correo4@example.com,Administrador
CC,2001,Juliana,correo4@example.com,Empleado
CE,2618,Samuel,correo2@example.com,Gerente
TI,1846,Alejandro,correo2@example.com,Empleado
CC,779,Jenny,correo4@example.com,Empleado
CC,1373,Juanita,correo2@example.com,Recepcionista
CC,200,Juan,correo2@example.com,Recepcionista
TI,1550,Carlos,correo3@example.com,Recepcionista
TI,864,Carlos,correo4@example.com,Recepcionista
TI,2057,Jenny,correo2@example.com,Empleado
TI,1783,Alejandro,correo2@example.com,Administrador
pasaporte,761,Carlos,correo2@example.com,Administrador
pasaporte,29,Carlos,correo3@example.com,Recepcionista
CIF,189,Jenny,correo1@example.com,Recepcionista
pasaporte,1058,Alejandro,correo1@example.com,Empleado
CE,998,Alejandro,correo5@example.com,Empleado
CC,2818,Juan,correo3@example.com,Gerente
CIF,2227,Juan,correo2@example.com,Recepcionista
CIF,2805,Juanita,correo1@example.com,Gerente
CC,1367,Ernesto,correo4@example.com,Empleado
TI,1354,Juliana,correo3@example.com,Gerente
pasaporte,871,Ernesto,correo2@example.com,Recepcionista
CE,2489,Juanita,correo1@example.com,Recepcionista
CC,1632,Alejandro,correo1@example.com,Gerente
CC,1430,Jenny,correo3@example.com,Administrador
CE,2621,Juanita,correo3@example.com,Gerente
CC,2632,Ernesto,correo2@example.com,Administrador
TI,179,Jenny,correo1@example.com,Recepcionista
TI,1164,Ernesto,correo5@example.com,Administrador
TI,2171,Carlos,correo4@example.com,Administrador
TI,2291,Alejandro,correo4@example.com,Recepcionista
CIF,742,Juanita,correo4@example.com,Administrador
pasaporte,2501,Ernesto,correo2@example.com,Gerente
CIF,19,Ernesto,correo3@example.com,Empleado
CIF,362,Ernesto,correo3@example.com,Empleado
CC,687,Alejandro,correo2@example.com,Empleado
pasaporte,2034,Juanita,correo5@example.com,Gerente
pasaporte,2490,Carlos,correo5@example.com,Recepcionista
CIF,998,Alejandro,correo1@example.com,Administrador
CIF,1093,Carlos,correo5@example.com,Recepcionista
TI,2741,Juan,correo2@example.com,Gerente
CE,1500,Alejandro,correo3@example.com,Gerente
TI,1565,Juliana,correo1@example.com,Administrador
CC,1912,Alejandro,correo1@example.com,Administrador
CE,2364,Santiago,correo3@example.com,Recepcionista
pasaporte,2846,Alejandro,correo4@example.com,Gerente
TI,429,Alejandro,correo4@example.com,Recepcionista
CE,644,Ernesto,correo4@example.com,Gerente
TI,737,Carlos,correo1@example.com,Administrador
CIF,2348,Carlos,correo1@example.com,Empleado
CE,1810,Juliana,correo3@example.com,Recepcionista
CE,2172,Carlos,correo1@example.com,Recepcionista
TI,525,Juanita,correo4@example.com,Administrador
TI,287,Ernesto,correo2@example.com,Administrador
CIF,2366,Jenny,correo4@example.com,Empleado
CC,46,Santiago,correo3@example.com,Administrador
TI,1547,Juliana,correo4@example.com,Gerente
pasaporte,576,Juanita,correo3@example.com,Recepcionista
CIF,2432,Juanita,correo5@example.com,Empleado
CIF,2815,Alejandro,correo1@example.com,Empleado
TI,504,Santiago,correo3@example.com,Gerente
TI,2386,Juanita,correo5@example.com,Administrador
CIF,38,Juliana,correo3@example.com,Administrador
CE,555,Juan,correo5@example.com,Administrador
CE,2153,Juliana,correo2@example.com,Gerente
TI,2519,Samuel,correo4@example.com,Recepcionista
TI,1230,Samuel,correo4@example.com,Administrador
TI,690,Juan,correo1@example.com,Recepcionista
CIF,2272,Juan,correo1@example.com,Recepcionista
pasaporte,221,Juliana,correo3@example.com,Gerente
CIF,700,Juanita,correo2@example.com,Administrador
TI,388,Juliana,correo2@example.com,Administrador
pasaporte,677,Jenny,correo2@example.com,Recepcionista
CC,1070,Ernesto,correo1@example.com,Empleado
pasaporte,1481,Juliana,correo1@example.com,Recepcionista
CC,2645,Ernesto,correo5@example.com,Administrador
pasaporte,2532,Samuel,correo5@example.com,Administrador
TI,2272,Carlos,correo5@example.com,Empleado
CIF,2021,Juliana,correo5@example.com,Gerente
pasaporte,164,Santiago,correo4@example.com,Administrador
TI,1027,Juanita,correo3@example.com,Recepcionista
CC,2452,Jenny,correo3@example.com,Empleado
CE,85,Carlos,correo4@example.com,Gerente
CE,1416,Juan,correo4@example.com,Empleado
CC,558,Juliana,correo2@example.com,Administrador
TI,2158,Samuel,correo2@example.com,Empleado
CE,1474,Jenny,correo4@example.com,Recepcionista
CC,1261,Juanita,correo4@example.com,Administrador
CC,1221,Samuel,correo2@example.com,Recepcionista
pasaporte,2589,Juanita,correo3@example.com,Empleado
CE,2239,Samuel,correo4@example.com,Empleado
CE,1239,Juanita,correo2@example.com,Empleado
TI,1806,Juliana,correo4@example.com,Empleado
TI,561,Alejandro,correo4@example.com,Administrador
CIF,2433,Juanita,correo1@example.com,Gerente
CE,1812,Carlos,correo3@example.com,Administrador
pasaporte,510,Juliana,correo1@example.com,Gerente
CIF,661,Juliana,correo2@example.com,Empleado
TI,1017,Santiago,correo1@example.com,Recepcionista
TI,2843,Juliana,correo1@example.com,Gerente
CC,451,Ernesto,correo5@example.com,Gerente
CE,1720,Jenny,correo5@example.com,Gerente
TI,2116,Jenny,correo5@example.com,Recepcionista
CIF,2319,Carlos,correo2@example.com,Administrador
CIF,2506,Ernesto,correo4@example.com,Recepcionista
pasaporte,2995,Juliana,correo3@example.com,Recepcionista
CIF,2143,Juan,correo3@example.com,Gerente
CIF,1458,Samuel,correo2@example.com,Gerente
pasaporte,82,Santiago,correo5@example.com,Empleado
pasaporte,340,Juliana,correo4@example.com,Recepcionista
CC,2455,Ernesto,correo1@example.com,Recepcionista
pasaporte,1814,Juliana,correo3@example.com,Empleado
CC,2855,Juliana,correo1@example.com,Empleado
CIF,2436,Juliana,correo1@example.com,Recepcionista
pasaporte,2533,Juan,correo5@example.com,Recepcionista
pasaporte,2408,Alejandro,correo3@example.com,Administrador
CIF,916,Juanita,correo2@example.com,Gerente
CC,1281,Jenny,correo5@example.com,Gerente
pasaporte,2937,Samuel,correo2@example.com,Empleado
TI,273,Juanita,correo3@example.com,Empleado
CE,1802,Samuel,correo4@example.com,Gerente
TI,2846,Juan,correo1@example.com,Administrador
CC,593,Santiago,correo2@example.com,Administrador
CE,1731,Juliana,correo5@example.com,Recepcionista
CIF,2421,Juan,correo4@example.com,Recepcionista
CC,1824,Jenny,correo1@example.com,Recepcionista
pasaporte,2523,Samuel,correo1@example.com,Empleado
CE,2413,Carlos,correo1@example.com,Recepcionista
CE,1827,Juliana,correo1@example.com,Administrador
CC,837,Alejandro,correo4@example.com,Gerente
CC,1416,Alejandro,correo3@example.com,Administrador
pasaporte,2453,Santiago,correo2@example.com,Empleado
CE,152,Juan,correo2@example.com,Empleado
TI,2346,Samuel,correo3@example.com,Empleado
TI,1654,Juan,correo1@example.com,Gerente
CE,1393,Alejandro,correo3@example.com,Gerente
CE,1503,Jenny,correo5@example.com,Gerente
TI,1902,Santiago,correo3@example.com,Recepcionista
pasaporte,2330,Juan,correo1@example.com,Gerente
pasaporte,459,Santiago,correo5@example.com,Administrador
TI,1546,Juanita,correo2@example.com,Administrador
pasaporte,871,Juan,correo3@example.com,Empleado
pasaporte,2840,Santiago,correo1@example.com,Gerente
TI,2270,Ernesto,correo4@example.com,Recepcionista
CE,2753,Carlos,correo4@example.com,Administrador
CIF,1097,Juanita,correo3@example.com,Administrador
CC,1323,Juan,correo4@example.com,Administrador
pasaporte,2846,Jenny,correo5@example.com,Empleado
CC,2626,Santiago,correo2@example.com,Gerente
pasaporte,2523,Santiago,correo5@example.com,Empleado
CC,1011,Juliana,correo2@example.com,Empleado
pasaporte,2465,Jenny,correo4@example.com,Gerente
pasaporte,2085,Juliana,correo3@example.com,Empleado
CIF,1353,Juliana,correo2@example.com,Empleado
TI,110,Juanita,correo2@example.com,Administrador
CC,493,Carlos,correo1@example.com,Recepcionista
CC,1498,Alejandro,correo5@example.com,Empleado
pasaporte,1672,Juan,correo2@example.com,Recepcionista
TI,929,Santiago,correo4@example.com,Empleado
CE,69,Juan,correo4@example.com,Gerente
CC,932,Ernesto,correo1@example.com,Gerente
CE,2968,Juan,correo5@example.com,Recepcionista
CE,89,Carlos,correo4@example.com,Empleado
CIF,1519,Carlos,correo1@example.com,Empleado
CIF,1052,Jenny,correo2@example.com,Administrador
pasaporte,1522,Juan,correo4@example.com,Empleado
pasaporte,2397,Alejandro,correo5@example.com,Administrador
CC,2242,Santiago,correo1@example.com,Gerente
CE,1183,Alejandro,correo5@example.com,Administrador
CIF,2158,Jenny,correo2@example.com,Empleado
CIF,1737,Juanita,correo2@example.com,Empleado
CC,1896,Juanita,correo3@example.com,Gerente
CE,2792,Alejandro,correo3@example.com,Gerente
TI,230,Alejandro,correo4@example.com,Gerente
TI,1345,Juanita,correo3@example.com,Empleado
CC,1787,Juanita,correo5@example.com,Gerente
TI,1042,Ernesto,correo4@example.com,Gerente
pasaporte,745,Juliana,correo3@example.com,Recepcionista
CIF,2019,Juanita,correo2@example.com,Gerente
CC,1208,Juliana,correo4@example.com,Gerente
CIF,1424,Samuel,correo5@example.com,Recepcionista
TI,473,Carlos,correo1@example.com,Gerente
CC,193,Santiago,correo1@example.com,Gerente
pasaporte,1258,Ernesto,correo2@example.com,Administrador
TI,2852,Alejandro,correo4@example.com,Empleado
CC,909,Samuel,correo5@example.com,Gerente
pasaporte,1424,Ernesto,correo4@example.com,Empleado
pasaporte,1869,Juan,correo5@example.com,Gerente
pasaporte,2437,Juliana,correo3@example.com,Gerente
CIF,2879,Carlos,correo1@example.com,Gerente
CE,2264,Carlos,correo2@example.com,Recepcionista
CC,435,Jenny,correo2@example.com,Gerente
pasaporte,730,Alejandro,correo4@example.com,Administrador
TI,1556,Juliana,correo3@example.com,Administrador
CC,1291,Carlos,correo3@example.com,Gerente
CIF,1963,Santiago,correo4@example.com,Empleado
CC,800,Juan,correo5@example.com,Empleado
pasaporte,1377,Santiago,correo4@example.com,Gerente
TI,1529,Carlos,correo5@example.com,Gerente
CC,1085,Juliana,correo3@example.com,Administrador
CC,1543,Jenny,correo3@example.com,Recepcionista
CC,1563,Carlos,correo1@example.com,Empleado
CC,660,Santiago,correo3@example.com,Administrador
CC,2086,Alejandro,correo5@example.com,Gerente
CIF,763,Juanita,correo2@example.com,Gerente
TI,955,Juan,correo4@example.com,Administrador
TI,666,Alejandro,correo1@example.com,Recepcionista
pasaporte,2552,Juan,correo1@example.com,Administrador
CIF,451,Samuel,correo3@example.com,Administrador
CE,281,Carlos,correo3@example.com,Administrador
CE,2083,Carlos,correo1@example.com,Empleado
CIF,765,Santiago,correo1@example.com,Gerente
pasaporte,1649,Juan,correo1@example.com,Recepcionista
pasaporte,303,Alejandro,correo4@example.com,Gerente
CC,1087,Carlos,correo2@example.com,Administrador
pasaporte,2863,Juanita,correo5@example.com,Recepcionista
TI,2270,Ernesto,correo1@example.com,Empleado
CE,1712,Ernesto,correo5@example.com,Empleado
pasaporte,2028,Jenny,correo4@example.com,Recepcionista
CC,1442,Juan,correo4@example.com,Recepcionista
CIF,1236,Ernesto,correo5@example.com,Empleado
CE,2226,Carlos,correo1@example.com,Empleado
CC,640,Jenny,correo2@example.com,Gerente
pasaporte,411,Samuel,correo5@example.com,Recepcionista
CC,2636,Jenny,correo4@example.com,Recepcionista
CIF,1639,Carlos,correo5@example.com,Empleado
CIF,1551,Alejandro,correo5@example.com,Administrador
TI,2534,Carlos,correo2@example.com,Gerente
CIF,493,Alejandro,correo5@example.com,Gerente
CC,2173,Carlos,correo4@example.com,Empleado
CC,2555,Jenny,correo3@example.com,Empleado
CC,1573,Ernesto,correo2@example.com,Administrador
CE,131,Juan,correo4@example.com,Recepcionista
CE,583,Carlos,correo2@example.com,Gerente
CIF,518,Jenny,correo2@example.com,Recepcionista
CIF,2607,Samuel,correo4@example.com,Recepcionista
TI,1788,Samuel,correo5@example.com,Gerente
CIF,2916,Ernesto,correo3@example.com,Gerente
CC,1389,Jenny,correo3@example.com,Administrador
CC,1633,Samuel,correo4@example.com,Administrador
CIF,1379,Samuel,correo3@example.com,Administrador
CE,1024,Santiago,correo4@example.com,Empleado
CC,1364,Santiago,correo4@example.com,Gerente
CE,2480,Jenny,correo4@example.com,Recepcionista
CIF,2746,Juanita,correo5@example.com,Administrador
CE,1016,Juliana,correo4@example.com,Gerente
CE,1351,Jenny,correo2@example.com,Gerente
TI,653,Samuel,correo4@example.com,Recepcionista
TI,1271,Jenny,correo3@example.com,Administrador
TI,1356,Jenny,correo3@example.com,Gerente
pasaporte,219,Alejandro,correo5@example.com,Gerente
CE,2751,Santiago,correo3@example.com,Empleado
CE,1098,Alejandro,correo1@example.com,Administrador
pasaporte,82,Alejandro,correo5@example.com,Administrador
pasaporte,237,Carlos,correo2@example.com,Gerente
CC,2920,Samuel,correo3@example.com,Recepcionista
CC,438,Samuel,correo4@example.com,Recepcionista
TI,278,Juanita,correo1@example.com,Empleado
CC,1035,Jenny,correo2@example.com,Empleado
CE,2455,Juanita,correo3@example.com,Gerente
CC,2740,Alejandro,correo3@example.com,Empleado
CIF,1523,Alejandro,correo4@example.com,Gerente
CIF,897,Santiago,correo5@example.com,Administrador
CC,629,Alejandro,correo1@example.com,Gerente
pasaporte,2174,Juan,correo3@example.com,Administrador
CE,2925,Samuel,correo2@example.com,Recepcionista
CE,2013,Santiago,correo2@example.com,Empleado
TI,1017,Carlos,correo3@example.com,Administrador
CIF,1341,Santiago,correo5@example.com,Empleado
CIF,1,Juanita,correo4@example.com,Empleado
CE,1218,Samuel,correo5@example.com,Administrador
CE,722,Juanita,correo1@example.com,Recepcionista
CE,2718,Carlos,correo4@example.com,Recepcionista
CC,422,Jenny,correo3@example.com,Gerente
CIF,818,Juanita,correo5@example.com,Administrador
pasaporte,328,Juan,correo5@example.com,Gerente
pasaporte,1405,Juliana,correo1@example.com,Administrador
pasaporte,384,Ernesto,correo4@example.com,Recepcionista
TI,1345,Samuel,correo4@example.com,Gerente
pasaporte,5,Samuel,correo2@example.com,Empleado
pasaporte,2443,Samuel,correo3@example.com,Administrador
CE,2631,Juanita,correo3@example.com,Administrador
TI,3000,Ernesto,correo2@example.com,Gerente
pasaporte,842,Juanita,correo4@example.com,Empleado
TI,1224,Juanita,correo5@example.com,Recepcionista
CC,1263,Carlos,correo4@example.com,Empleado
CE,2783,Juan,correo5@example.com,Empleado
CIF,441,Alejandro,correo3@example.com,Empleado
TI,1128,Alejandro,correo3@example.com,Empleado
CIF,796,Juliana,correo3@example.com,Recepcionista
CC,2361,Santiago,correo4@example.com,Empleado
CIF,1243,Ernesto,correo4@example.com,Gerente
CIF,1581,Ernesto,correo5@example.com,Empleado
CIF,33,Jenny,correo5@example.com,Recepcionista
pasaporte,312,Juanita,correo5@example.com,Empleado
TI,1635,Juliana,correo5@example.com,Recepcionista
TI,22,Ernesto,correo4@example.com,Empleado
CE,1867,Samuel,correo2@example.com,Empleado
TI,2967,Samuel,correo1@example.com,Administrador
TI,248,Carlos,correo1@example.com,Gerente
CE,1389,Juanita,correo1@example.com,Recepcionista
CC,1030,Santiago,correo4@example.com,Recepcionista
CC,1887,Juan,correo1@example.com,Empleado
CC,2817,Carlos,correo2@example.com,Recepcionista
pasaporte,1521,Juanita,correo3@example.com,Empleado
pasaporte,2059,Juan,correo2@example.com,Empleado
CC,2438,Carlos,correo3@example.com,Recepcionista
CC,692,Juanita,correo1@example.com,Gerente
TI,1473,Ernesto,correo3@example.com,Gerente
CIF,1851,Jenny,correo2@example.com,Empleado
pasaporte,676,Samuel,correo5@example.com,Administrador
CE,2941,Alejandro,correo1@example.com,Administrador
CE,2520,Ernesto,correo2@example.com,Recepcionista
CE,533,Carlos,correo4@example.com,Gerente
CIF,1297,Carlos,correo4@example.com,Empleado
CC,1810,Ernesto,correo2@example.com,Administrador
TI,1077,Samuel,correo5@example.com,Administrador
TI,2195,Alejandro,correo5@example.com,Recepcionista
CC,2552,Jenny,correo5@example.com,Recepcionista
CE,837,Ernesto,correo4@example.com,Empleado
CE,1839,Juan,correo5@example.com,Administrador
CE,2057,Ernesto,correo2@example.com,Empleado
CE,2204,Juan,correo3@example.com,Administrador
TI,2739,Santiago,correo3@example.com,Administrador
CIF,1615,Samuel,correo2@example.com,Gerente
CC,128,Santiago,correo5@example.com,Recepcionista
pasaporte,1263,Samuel,correo5@example.com,Empleado
CE,381,Juliana,correo5@example.com,Recepcionista
TI,1679,Samuel,correo4@example.com,Gerente
CE,1112,Jenny,correo3@example.com,Gerente
pasaporte,788,Juliana,correo3@example.com,Recepcionista
pasaporte,1331,Jenny,correo1@example.com,Gerente
CC,2653,Juanita,correo5@example.com,Recepcionista
pasaporte,1196,Alejandro,correo3@example.com,Administrador
CE,639,Juliana,correo2@example.com,Recepcionista
CC,1590,Ernesto,correo4@example.com,Empleado
pasaporte,2963,Santiago,correo4@example.com,Administrador
CIF,1134,Ernesto,correo4@example.com,Gerente
CE,2286,Carlos,correo1@example.com,Recepcionista
TI,1268,Juliana,correo5@example.com,Gerente
CC,2705,Juliana,correo5@example.com,Gerente
CIF,2907,Jenny,correo2@example.com,Administrador
CC,2964,Jenny,correo2@example.com,Empleado
pasaporte,816,Juliana,correo2@example.com,Gerente
TI,111,Juanita,correo3@example.com,Administrador
CE,1272,Alejandro,correo1@example.com,Empleado
CE,671,Carlos,correo4@example.com,Gerente
CE,1806,Juanita,correo1@example.com,Administrador
CE,1061,Alejandro,correo4@example.com,Recepcionista
CIF,2544,Ernesto,correo1@example.com,Gerente
pasaporte,712,Samuel,correo5@example.com,Recepcionista
TI,2246,Alejandro,correo4@example.com,Empleado
pasaporte,1410,Juliana,correo1@example.com,Recepcionista
CE,141,Samuel,correo4@example.com,Recepcionista
CE,1359,Juan,correo5@example.com,Recepcionista
CC,15,Jenny,correo4@example.com,Recepcionista
CC,1140,Samuel,correo4@example.com,Administrador
CC,1048,Juliana,correo1@example.com,Administrador
CE,263,Juan,correo2@example.com,Recepcionista
TI,2517,Juliana,correo3@example.com,Recepcionista
TI,1643,Santiago,correo2@example.com,Administrador
CIF,2633,Juliana,correo3@example.com,Recepcionista
CIF,2390,Alejandro,correo2@example.com,Empleado
TI,556,Santiago,correo5@example.com,Empleado
CIF,814,Santiago,correo1@example.com,Administrador
CIF,511,Samuel,correo2@example.com,Empleado
TI,1695,Juan,correo1@example.com,Administrador
CIF,1185,Juan,correo5@example.com,Recepcionista
pasaporte,1252,Carlos,correo1@example.com,Gerente
CIF,2431,Juliana,correo4@example.com,Recepcionista
pasaporte,2506,Carlos,correo5@example.com,Empleado
CIF,569,Juanita,correo4@example.com,Empleado
CIF,2327,Juanita,correo2@example.com,Gerente
CIF,1125,Juliana,correo5@example.com,Recepcionista
CC,1951,Juan,correo2@example.com,Recepcionista
pasaporte,577,Carlos,correo4@example.com,Empleado
pasaporte,105,Juliana,correo2@example.com,Gerente
pasaporte,2035,Jenny,correo2@example.com,Gerente
CE,2874,Juanita,correo3@example.com,Empleado
CE,319,Ernesto,correo3@example.com,Administrador
TI,452,Ernesto,correo3@example.com,Administrador
CIF,1680,Santiago,correo3@example.com,Recepcionista
CIF,235,Santiago,correo1@example.com,Empleado
CC,2488,Jenny,correo4@example.com,Recepcionista
CIF,1276,Juan,correo5@example.com,Recepcionista
pasaporte,1649,Samuel,correo1@example.com,Gerente
pasaporte,2020,Santiago,correo1@example.com,Empleado
TI,2314,Santiago,correo3@example.com,Gerente
CE,742,Juanita,correo3@example.com,Administrador
TI,295,Juanita,correo5@example.com,Recepcionista
CE,640,Santiago,correo3@example.com,Administrador
TI,2443,Carlos,correo1@example.com,Administrador
CIF,317,Juan,correo3@example.com,Administrador
CIF,2888,Juan,correo4@example.com,Gerente
CE,499,Carlos,correo1@example.com,Recepcionista
CC,1983,Ernesto,correo5@example.com,Gerente
pasaporte,597,Samuel,correo3@example.com,Gerente
CC,192,Juan,correo1@example.com,Gerente
pasaporte,2388,Ernesto,correo5@example.com,Administrador
CIF,2952,Alejandro,correo1@example.com,Gerente
CE,1050,Juliana,correo5@example.com,Empleado
CC,417,Carlos,correo4@example.com,Gerente
TI,2130,Alejandro,correo4@example.com,Recepcionista
CE,179,Juliana,correo4@example.com,Gerente
pasaporte,237,Alejandro,correo5@example.com,Administrador
CIF,1535,Santiago,correo2@example.com,Administrador
CE,1767,Jenny,correo4@example.com,Empleado
CE,1228,Juliana,correo2@example.com,Administrador
CE,879,Samuel,correo2@example.com,Administrador
pasaporte,207,Ernesto,correo3@example.com,Gerente
CE,2899,Alejandro,correo4@example.com,Gerente
TI,1084,Alejandro,correo2@example.com,Empleado
CE,2796,Jenny,correo2@example.com,Empleado
CE,688,Alejandro,correo5@example.com,Empleado
CIF,298,Santiago,correo4@example.com,Empleado
pasaporte,2984,Samuel,correo2@example.com,Empleado
pasaporte,88,Juliana,correo4@example.com,Gerente
CE,1375,Carlos,correo3@example.com,Gerente
CIF,1055,Juanita,correo4@example.com,Gerente
pasaporte,2359,Juliana,correo3@example.com,Gerente
CIF,1011,Jenny,correo3@example.com,Gerente
pasaporte,2411,Juliana,correo5@example.com,Gerente
CIF,2484,Juliana,correo2@example.com,Empleado
CE,2548,Santiago,correo3@example.com,Administrador
CIF,629,Santiago,correo1@example.com,Administrador
pasaporte,1067,Carlos,correo3@example.com,Recepcionista
TI,326,Juliana,correo1@example.com,Empleado
TI,791,Ernesto,correo3@example.com,Administrador
CE,2042,Samuel,correo4@example.com,Gerente
CIF,1612,Carlos,correo4@example.com,Gerente
pasaporte,2551,Alejandro,correo4@example.com,Recepcionista
CC,2394,Juliana,correo5@example.com,Administrador
CC,2416,Carlos,correo2@example.com,Gerente
CE,2492,Carlos,correo3@example.com,Administrador
CIF,2282,Juanita,correo3@example.com,Recepcionista
pasaporte,773,Santiago,correo2@example.com,Gerente
CIF,780,Juanita,correo2@example.com,Recepcionista
CE,1724,Ernesto,correo2@example.com,Empleado
pasaporte,2274,Carlos,correo5@example.com,Gerente
CIF,1611,Juan,correo4@example.com,Recepcionista
CE,2748,Jenny,correo3@example.com,Recepcionista
CIF,1021,Juanita,correo3@example.com,Administrador
pasaporte,2476,Ernesto,correo5@example.com,Gerente
CC,2507,Juliana,correo2@example.com,Recepcionista
TI,1661,Juanita,correo5@example.com,Recepcionista
CC,1489,Juan,correo4@example.com,Administrador
pasaporte,1396,Juan,correo1@example.com,Administrador
CIF,2181,Ernesto,correo5@example.com,Gerente
pasaporte,2044,Alejandro,correo1@example.com,Gerente
CIF,2491,Carlos,correo5@example.com,Empleado
CE,331,Juanita,correo2@example.com,Recepcionista
CE,1302,Alejandro,correo3@example.com,Recepcionista
CIF,874,Juanita,correo3@example.com,Empleado
pasaporte,2238,Samuel,correo5@example.com,Recepcionista
CC,1229,Santiago,correo5@example.com,Recepcionista
TI,399,Jenny,correo4@example.com,Administrador
CIF,1319,Juan,correo4@example.com,Empleado
pasaporte,2619,Samuel,correo5@example.com,Recepcionista
CIF,2081,Jenny,correo2@example.com,Empleado
CC,1700,Jenny,correo5@example.com,Empleado
CC,322,Juanita,correo5@example.com,Empleado
CE,1169,Alejandro,correo4@example.com,Gerente
pasaporte,995,Samuel,correo3@example.com,Recepcionista
TI,288,Juanita,correo1@example.com,Recepcionista
pasaporte,2039,Carlos,correo2@example.com,Administrador
TI,877,Ernesto,correo4@example.com,Empleado
CE,2190,Alejandro,correo2@example.com,Gerente
pasaporte,2611,Samuel,correo1@example.com,Recepcionista
TI,1515,Juan,correo3@example.com,Gerente
TI,2143,Jenny,correo5@example.com,Gerente
CC,2680,Alejandro,correo2@example.com,Recepcionista
CC,2035,Carlos,correo3@example.com,Recepcionista
CC,1605,Juan,correo3@example.com,Gerente
CIF,2570,Samuel,correo1@example.com,Recepcionista
TI,2539,Ernesto,correo3@example.com,Recepcionista
CC,938,Ernesto,correo3@example.com,Recepcionista
CE,286,Juanita,correo2@example.com,Empleado
CE,851,Samuel,correo3@example.com,Gerente
CIF,1659,Alejandro,correo2@example.com,Recepcionista
CIF,589,Samuel,correo4@example.com,Gerente
CC,1141,Juan,correo2@example.com,Administrador
CC,1393,Alejandro,correo2@example.com,Empleado
CE,2775,Samuel,correo2@example.com,Gerente
pasaporte,841,Carlos,correo1@example.com,Gerente
CC,1223,Juliana,correo1@example.com,Recepcionista
pasaporte,387,Juliana,correo3@example.com,Gerente
CC,2647,Carlos,correo2@example.com,Administrador
CE,2722,Alejandro,correo2@example.com,Recepcionista
TI,1920,Carlos,correo4@example.com,Gerente
CE,1384,Santiago,correo5@example.com,Empleado
CC,1594,Juanita,correo3@example.com,Administrador
pasaporte,2399,Samuel,correo5@example.com,Recepcionista
TI,1479,Santiago,correo5@example.com,Gerente
TI,109,Ernesto,correo4@example.com,Empleado
CIF,145,Juliana,correo1@example.com,Gerente
CC,49,Juliana,correo2@example.com,Recepcionista
CE,2775,Carlos,correo1@example.com,Recepcionista
CE,1441,Alejandro,correo1@example.com,Empleado
CC,1681,Juliana,correo3@example.com,Empleado
CIF,1690,Juliana,correo3@example.com,Gerente
CE,1483,Alejandro,correo5@example.com,Empleado
